position	matches	mismatches	insertions	deletions	flank	sample	locus_id
262,113,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
263,114,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
264,115,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
265,116,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
266,117,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
267,118,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
268,119,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
269,120,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
270,121,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
271,122,147,1,0,1,right,HG00118_realigned.bam,chr1_30867_30891
272,123,146,2,0,1,right,HG00118_realigned.bam,chr1_30867_30891
273,124,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
274,125,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
275,126,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
276,127,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
277,128,146,2,0,1,right,HG00118_realigned.bam,chr1_30867_30891
278,129,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
279,130,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
280,131,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
281,132,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
282,133,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
283,134,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
284,135,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
285,136,146,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
286,137,145,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
287,138,147,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
288,139,145,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
289,140,147,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
290,141,146,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
291,142,146,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
292,143,147,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
293,144,146,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
294,145,146,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
295,146,146,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
296,147,146,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
297,148,146,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
298,149,146,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
299,150,145,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
0,-1,142,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
1,-2,142,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
2,-3,142,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
3,-4,142,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
4,-5,142,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
5,-6,142,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
6,-7,142,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
7,-8,142,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
8,-9,142,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
9,-10,141,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
10,-11,140,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
11,-12,140,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
12,-13,139,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
13,-14,139,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
14,-15,139,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
15,-16,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
16,-17,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
17,-18,136,2,0,0,left,HG00118_realigned.bam,chr1_31555_31570
18,-19,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
19,-20,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
20,-21,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
21,-22,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
22,-23,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
23,-24,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
24,-25,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
25,-26,137,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
26,-27,137,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
27,-28,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
28,-29,137,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
29,-30,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
30,-31,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
31,-32,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
32,-33,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
33,-34,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
34,-35,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
35,-36,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
36,-37,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
37,-38,138,0,0,1,left,HG00118_realigned.bam,chr1_31555_31570
38,-39,138,0,0,1,left,HG00118_realigned.bam,chr1_31555_31570
39,-40,138,0,0,2,left,HG00118_realigned.bam,chr1_31555_31570
40,-41,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
41,-42,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
42,-43,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
43,-44,138,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
44,-45,136,2,0,0,left,HG00118_realigned.bam,chr1_31555_31570
45,-46,137,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
46,-47,137,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
47,-48,137,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
48,-49,136,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
49,-50,136,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
50,-51,134,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
51,-52,134,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
52,-53,134,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
53,-54,134,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
54,-55,133,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
55,-56,133,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
56,-57,133,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
57,-58,133,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
58,-59,132,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
59,-60,132,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
60,-61,131,2,0,0,left,HG00118_realigned.bam,chr1_31555_31570
61,-62,133,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
62,-63,133,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
63,-64,132,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
64,-65,131,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
65,-66,131,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
66,-67,130,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
67,-68,131,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
68,-69,128,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
69,-70,129,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
70,-71,129,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
71,-72,129,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
72,-73,128,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
73,-74,127,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
74,-75,128,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
75,-76,128,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
76,-77,127,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
77,-78,128,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
78,-79,128,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
79,-80,128,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
80,-81,128,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
81,-82,128,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
82,-83,127,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
83,-84,127,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
84,-85,126,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
85,-86,125,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
86,-87,124,2,0,0,left,HG00118_realigned.bam,chr1_31555_31570
87,-88,126,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
88,-89,126,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
89,-90,125,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
90,-91,125,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
91,-92,126,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
92,-93,126,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
93,-94,126,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
94,-95,124,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
95,-96,124,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
96,-97,123,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
97,-98,123,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
98,-99,123,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
99,-100,120,3,0,0,left,HG00118_realigned.bam,chr1_31555_31570
100,-101,121,2,0,0,left,HG00118_realigned.bam,chr1_31555_31570
101,-102,123,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
102,-103,123,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
103,-104,122,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
104,-105,123,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
105,-106,123,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
106,-107,122,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
107,-108,122,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
108,-109,122,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
109,-110,122,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
110,-111,120,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
111,-112,120,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
112,-113,119,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
113,-114,119,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
114,-115,119,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
115,-116,119,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
116,-117,119,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
117,-118,119,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
118,-119,119,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
119,-120,118,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
120,-121,118,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
121,-122,118,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
122,-123,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
123,-124,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
124,-125,116,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
125,-126,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
126,-127,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
127,-128,116,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
128,-129,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
129,-130,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
130,-131,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
131,-132,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
132,-133,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
133,-134,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
134,-135,117,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
135,-136,116,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
136,-137,116,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
137,-138,115,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
138,-139,116,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
139,-140,116,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
140,-141,116,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
141,-142,116,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
142,-143,115,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
143,-144,115,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
144,-145,113,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
145,-146,113,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
146,-147,112,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
147,-148,110,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
148,-149,109,1,0,0,left,HG00118_realigned.bam,chr1_31555_31570
149,-150,108,0,0,0,left,HG00118_realigned.bam,chr1_31555_31570
150,1,205,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
151,2,205,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
152,3,204,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
153,4,204,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
154,5,202,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
155,6,204,1,0,1,right,HG00118_realigned.bam,chr1_31555_31570
156,7,203,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
157,8,204,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
158,9,203,2,0,2,right,HG00118_realigned.bam,chr1_31555_31570
159,10,202,3,0,1,right,HG00118_realigned.bam,chr1_31555_31570
160,11,203,2,0,1,right,HG00118_realigned.bam,chr1_31555_31570
161,12,205,0,0,2,right,HG00118_realigned.bam,chr1_31555_31570
162,13,203,2,0,1,right,HG00118_realigned.bam,chr1_31555_31570
163,14,203,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
164,15,204,0,0,1,right,HG00118_realigned.bam,chr1_31555_31570
165,16,202,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
166,17,201,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
167,18,201,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
168,19,201,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
169,20,200,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
170,21,202,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
171,22,202,1,0,1,right,HG00118_realigned.bam,chr1_31555_31570
172,23,201,2,0,1,right,HG00118_realigned.bam,chr1_31555_31570
173,24,202,0,0,1,right,HG00118_realigned.bam,chr1_31555_31570
174,25,200,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
175,26,199,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
176,27,198,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
177,28,199,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
178,29,200,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
179,30,197,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
180,31,197,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
181,32,197,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
182,33,197,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
183,34,198,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
184,35,198,1,0,1,right,HG00118_realigned.bam,chr1_31555_31570
185,36,198,1,0,1,right,HG00118_realigned.bam,chr1_31555_31570
186,37,197,2,0,1,right,HG00118_realigned.bam,chr1_31555_31570
187,38,198,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
188,39,197,1,1,0,right,HG00118_realigned.bam,chr1_31555_31570
189,40,196,2,2,0,right,HG00118_realigned.bam,chr1_31555_31570
190,41,195,2,1,1,right,HG00118_realigned.bam,chr1_31555_31570
191,42,195,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
192,43,196,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
193,44,196,0,0,1,right,HG00118_realigned.bam,chr1_31555_31570
194,45,196,0,1,1,right,HG00118_realigned.bam,chr1_31555_31570
195,46,194,2,2,1,right,HG00118_realigned.bam,chr1_31555_31570
196,47,193,3,1,1,right,HG00118_realigned.bam,chr1_31555_31570
197,48,194,2,1,0,right,HG00118_realigned.bam,chr1_31555_31570
198,49,194,2,1,0,right,HG00118_realigned.bam,chr1_31555_31570
199,50,194,2,1,0,right,HG00118_realigned.bam,chr1_31555_31570
200,51,195,1,1,0,right,HG00118_realigned.bam,chr1_31555_31570
201,52,194,1,1,0,right,HG00118_realigned.bam,chr1_31555_31570
202,53,194,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
203,54,194,0,0,1,right,HG00118_realigned.bam,chr1_31555_31570
204,55,194,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
205,56,193,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
206,57,194,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
207,58,192,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
208,59,193,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
209,60,193,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
210,61,194,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
211,62,193,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
212,63,194,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
213,64,192,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
214,65,193,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
215,66,191,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
216,67,192,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
217,68,190,1,0,1,right,HG00118_realigned.bam,chr1_31555_31570
218,69,188,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
219,70,190,1,0,1,right,HG00118_realigned.bam,chr1_31555_31570
220,71,187,3,0,1,right,HG00118_realigned.bam,chr1_31555_31570
221,72,187,2,0,2,right,HG00118_realigned.bam,chr1_31555_31570
222,73,186,3,0,2,right,HG00118_realigned.bam,chr1_31555_31570
223,74,187,2,0,2,right,HG00118_realigned.bam,chr1_31555_31570
224,75,187,2,0,1,right,HG00118_realigned.bam,chr1_31555_31570
225,76,184,5,0,1,right,HG00118_realigned.bam,chr1_31555_31570
226,77,186,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
227,78,186,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
228,79,188,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
229,80,186,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
230,81,186,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
231,82,183,5,0,0,right,HG00118_realigned.bam,chr1_31555_31570
232,83,186,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
233,84,187,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
234,85,187,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
235,86,183,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
236,87,186,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
237,88,182,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
238,89,184,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
239,90,182,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
240,91,185,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
241,92,183,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
242,93,183,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
243,94,183,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
244,95,181,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
245,96,181,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
246,97,184,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
247,98,183,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
248,99,182,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
249,100,182,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
250,101,182,2,0,1,right,HG00118_realigned.bam,chr1_31555_31570
251,102,182,2,0,1,right,HG00118_realigned.bam,chr1_31555_31570
252,103,180,4,0,0,right,HG00118_realigned.bam,chr1_31555_31570
253,104,182,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
254,105,181,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
255,106,183,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
256,107,182,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
257,108,181,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
258,109,183,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
259,110,181,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
260,111,183,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
261,112,183,1,0,1,right,HG00118_realigned.bam,chr1_31555_31570
262,113,182,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
263,114,182,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
264,115,183,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
265,116,182,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
266,117,182,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
267,118,182,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
268,119,183,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
269,120,181,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
270,121,181,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
271,122,183,0,0,1,right,HG00118_realigned.bam,chr1_31555_31570
272,123,178,5,0,1,right,HG00118_realigned.bam,chr1_31555_31570
273,124,180,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
274,125,181,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
275,126,179,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
276,127,179,1,0,1,right,HG00118_realigned.bam,chr1_31555_31570
277,128,177,3,0,1,right,HG00118_realigned.bam,chr1_31555_31570
278,129,180,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
279,130,178,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
280,131,179,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
281,132,178,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
282,133,179,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
283,134,179,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
284,135,179,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
285,136,178,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
286,137,175,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
287,138,178,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
288,139,176,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
289,140,178,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
290,141,177,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
291,142,177,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
292,143,177,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
293,144,176,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
294,145,178,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
295,146,175,2,0,0,right,HG00118_realigned.bam,chr1_31555_31570
296,147,173,3,0,0,right,HG00118_realigned.bam,chr1_31555_31570
297,148,174,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
298,149,174,1,0,0,right,HG00118_realigned.bam,chr1_31555_31570
299,150,173,0,0,0,right,HG00118_realigned.bam,chr1_31555_31570
0,-1,299,0,0,0,left,HG00118_realigned.bam,chr1_44835_44867
1,-2,298,1,0,0,left,HG00118_realigned.bam,chr1_44835_44867
2,-3,296,3,0,0,left,HG00118_realigned.bam,chr1_44835_44867
3,-4,296,3,0,1,left,HG00118_realigned.bam,chr1_44835_44867
4,-5,297,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
5,-6,297,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
6,-7,293,3,0,0,left,HG00118_realigned.bam,chr1_44835_44867
7,-8,296,0,0,0,left,HG00118_realigned.bam,chr1_44835_44867
8,-9,294,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
9,-10,291,4,0,0,left,HG00118_realigned.bam,chr1_44835_44867
10,-11,292,3,0,0,left,HG00118_realigned.bam,chr1_44835_44867
11,-12,291,3,0,0,left,HG00118_realigned.bam,chr1_44835_44867
12,-13,292,2,0,1,left,HG00118_realigned.bam,chr1_44835_44867
13,-14,294,0,0,0,left,HG00118_realigned.bam,chr1_44835_44867
14,-15,292,2,0,1,left,HG00118_realigned.bam,chr1_44835_44867
15,-16,292,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
16,-17,292,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
17,-18,292,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
18,-19,289,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
19,-20,289,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
20,-21,286,5,0,0,left,HG00118_realigned.bam,chr1_44835_44867
21,-22,286,5,0,0,left,HG00118_realigned.bam,chr1_44835_44867
22,-23,286,3,0,0,left,HG00118_realigned.bam,chr1_44835_44867
23,-24,285,4,1,0,left,HG00118_realigned.bam,chr1_44835_44867
24,-25,288,0,0,0,left,HG00118_realigned.bam,chr1_44835_44867
25,-26,286,2,1,0,left,HG00118_realigned.bam,chr1_44835_44867
26,-27,283,4,0,1,left,HG00118_realigned.bam,chr1_44835_44867
27,-28,283,3,0,1,left,HG00118_realigned.bam,chr1_44835_44867
28,-29,281,4,0,0,left,HG00118_realigned.bam,chr1_44835_44867
29,-30,283,1,0,0,left,HG00118_realigned.bam,chr1_44835_44867
30,-31,281,3,0,0,left,HG00118_realigned.bam,chr1_44835_44867
31,-32,282,2,0,1,left,HG00118_realigned.bam,chr1_44835_44867
32,-33,282,1,0,1,left,HG00118_realigned.bam,chr1_44835_44867
33,-34,279,4,0,0,left,HG00118_realigned.bam,chr1_44835_44867
34,-35,281,1,0,0,left,HG00118_realigned.bam,chr1_44835_44867
35,-36,280,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
36,-37,282,0,0,1,left,HG00118_realigned.bam,chr1_44835_44867
37,-38,279,3,0,0,left,HG00118_realigned.bam,chr1_44835_44867
38,-39,279,3,0,0,left,HG00118_realigned.bam,chr1_44835_44867
39,-40,279,3,0,0,left,HG00118_realigned.bam,chr1_44835_44867
40,-41,281,1,0,0,left,HG00118_realigned.bam,chr1_44835_44867
41,-42,280,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
42,-43,279,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
43,-44,279,2,0,0,left,HG00118_realigned.bam,chr1_44835_44867
